,WAREHOUSE_IDENTIFIER,Dateid,SHIPMENT_NUMBER,ORDER_NUMBER,CUSTOMER_NUMBER,VENDOR_IDENTIFIER,COMPANY_IDENTIFIER,ITEM_NUMBER,Profit,AVERAGE_COST_PRICE,SALES_AMOUNT,INVOICE_AMOUNT,COST_PRICE
5970,10634855,5971,20200120,6544651,1709,98862547,98832975,334979,0.0,0.0,48.68,48.68,48.68
5971,10634855,5972,20190501,6948912,1934,98862547,98832975,4436150,4.4,0.0,8.8,4.4,4.4
5972,10634855,5973,20181019,6591500,2300,98862547,98832975,4436473,4.300000000000001,0.0,6.45,2.15,2.15
5973,10634855,5974,20180613,6345912,2020,98862547,98832975,4436259,0.0,0.0,0.0,0.0,0.0
5974,10634855,5975,20180419,6235209,2312,98862547,98832975,4436150,0.0,0.0,0.0,0.0,0.0
5975,10634855,5976,20200127,6560131,271,98862547,98832975,4436168,0.0,0.0,4.45,4.45,4.45
5976,10634855,5977,20181008,6573062,2214,98862547,98832975,4426060,0.0,0.0,0.0,0.0,0.0
5977,10634855,5978,20200326,6661890,2312,98862553,98832975,4476743,12.600000000000001,0.0,16.8,4.2,4.2
5978,10634855,5979,20201007,6917424,1890,98862553,98832975,4492740,0.0,0.0,0.0,0.0,0.0
5979,10634855,5980,20200908,6883006,364,98862553,98832975,4476636,0.0,0.0,32.38,32.38,32.38
5980,10634855,5981,20200714,6810548,2645,98862553,98832975,4481107,10.620000000000001,0.0,14.16,3.54,3.54
5981,10634855,5982,20190710,6194490,652,98862559,98832975,2814259,0.0,0.0,18.72,18.72,18.72
5982,10634856,5983,20190807,6253606,387,98862562,98832975,2465094,0.0,0.0,19.19,19.19,19.19
5983,10634858,5984,20200224,3156315,2872,98862570,98832975,323493,109.79999999999998,0.0,131.76,21.96,21.96
5984,10634857,5985,20190409,5107907,1496,98862570,98832975,448217,0.0,0.0,20.5,20.5,20.5
5985,10634857,5986,20190621,5155507,1101,98862570,98832971,270819,0.0,0.0,23.79,23.79,23.79
5986,10634858,5987,20201009,3328900,208,98862570,98832975,323493,0.0,0.0,21.22,21.22,21.22
5987,10634857,5988,20200507,5375474,2620,98862570,98832975,398842,0.0,0.0,22.26,22.26,22.26
5988,10634857,5989,20191106,5245763,389,98862570,98832975,574095,0.0,0.0,23.52,23.52,23.52
5989,10634856,5990,20181002,6560477,387,98862570,98832975,779546,0.0,0.0,18.24,18.24,18.24
5990,10634859,5991,20190213,1691948,1775,98862570,98832975,2459584,0.0,0.0,20.34,20.34,20.34
5991,10634857,5992,20200612,5403349,2142,98862570,98832975,984492,0.0,0.0,19.68,19.68,19.68
5992,10634858,5993,20200404,3185928,2486,98862570,98832975,496513,0.0,0.0,21.96,21.96,21.96
5993,10634856,5994,20190826,6287364,387,98862570,98832975,818716,0.0,0.0,21.5,21.5,21.5
5994,10634856,5995,20200202,6571627,387,98862570,98832975,779546,19.02,0.0,38.04,19.02,19.02
5995,10634856,5996,20190115,6747304,387,98862570,98832975,270819,21.56,0.0,43.12,21.56,21.56
5996,10634857,5997,20200811,5447867,985,98862570,98832975,574095,24.32,0.0,48.64,24.32,24.32
5997,10634859,5998,20190828,1776663,185,98862570,98832975,700682,0.0,0.0,20.34,20.34,20.34
5998,10634858,5999,20190624,3826079,2486,98862570,98832975,2459584,0.0,0.0,21.96,21.96,21.96
5999,10634856,6000,20181111,6638130,387,98862570,98832975,322479,0.0,0.0,20.1,20.1,20.1
6000,10634857,6001,20200421,5361248,168,98862570,98832975,398842,0.0,0.0,0.0,0.0,0.0
6001,10634856,6002,20191013,6376243,387,98862570,98832975,398842,0.0,0.0,22.76,22.76,22.76
6002,10634858,6003,20201107,3350736,2073,98862570,98832975,6245336,0.0,0.0,23.68,23.68,23.68
6003,10634856,6004,20190512,6977624,387,98862570,98832975,700682,0.0,0.0,21.5,21.5,21.5
6004,10634858,6005,20180911,3640792,2438,98862570,98832975,2459584,0.0,0.0,0.0,0.0,0.0
6005,10634857,6006,20200930,5491017,2645,98862570,98832975,984492,0.0,0.0,20.22,20.22,20.22
6006,10634857,6007,20200528,5391798,2214,98862570,98832975,6245328,0.0,0.0,27.64,27.64,27.64
6007,10634858,6008,20180801,3614154,2438,98862570,98832975,574095,0.0,0.0,0.0,0.0,0.0
6008,10634859,6009,20200316,1862007,2914,98862570,98832975,496513,20.34,0.0,40.68,20.34,20.34
6009,10634858,6010,20200515,3219586,2438,98862570,98832975,6245336,0.0,0.0,24.34,24.34,24.34
6010,10634857,6011,20190422,5115799,16092,98862570,98832971,448266,0.0,0.0,20.03,20.03,20.03
6011,10634858,6012,20200429,3205832,2073,98862570,98832975,398842,21.96,0.0,43.92,21.96,21.96
6012,10634857,6013,20190310,5946863,985,98862570,98832975,270819,0.0,0.0,22.76,22.76,22.76
6013,10634856,6014,20190327,6884914,1691,98862570,98832975,444729,0.0,0.0,0.0,0.0,0.0
6014,10634856,6015,20180830,6494700,15037,98862570,98832971,398842,0.0,0.0,18.96,18.96,18.96
6015,10634857,6016,20200217,5310856,15190,98862570,98832971,574095,0.0,0.0,24.62,24.62,24.62
6016,10634856,6017,20190702,6189096,1691,98862570,98832975,322412,0.0,0.0,21.5,21.5,21.5
6017,10634858,6018,20201106,3349360,2205,98862570,98832971,448217,23.62,0.0,47.24,23.62,23.62
6018,10634859,6019,20200406,1873723,2144,98862570,98832975,984492,0.0,0.0,17.76,17.76,17.76
6019,10634856,6020,20181207,6684937,2037,98862571,98832975,781948,0.0,0.0,22.82,22.82,22.82
6020,10634856,6021,20200130,6564971,1360,98862571,98832975,932038,0.0,0.0,0.0,0.0,0.0
6021,10634856,6022,20190315,6858352,387,98862571,98832975,781955,0.0,0.0,22.82,22.82,22.82
6022,10634855,6023,20190528,6124685,2020,98862585,98832975,4157822,0.0,0.0,22.94,22.94,22.94
6023,10634856,6024,20191106,6419300,387,98862587,98832975,2445153,0.0,0.0,0.0,0.0,0.0
6024,10634856,6025,20190510,6973745,387,98862587,98832975,2452019,0.0,0.0,12.0,12.0,12.0
6025,10634856,6026,20191115,6434523,2142,98862587,98832975,6216717,0.0,0.0,20.0,20.0,20.0
6026,10634858,6027,20190718,3841470,2486,98862591,98832975,6216634,0.0,0.0,59.85,59.85,59.85
6027,10634857,6028,20180622,5773139,2214,98862595,98832975,673301,0.0,0.0,9.3,9.3,9.3
6028,10634858,6029,20180215,3503290,2841,98862595,98832975,673319,0.0,0.0,13.2,13.2,13.2
6029,10634857,6030,20180430,5739198,7331,98862595,98832975,157925,81.71,0.0,163.42,81.71,81.71
6030,10634858,6031,20181024,3670733,2205,98862595,98832971,620799,0.0,0.0,183.74,183.74,183.74
6031,10634856,6032,20180419,6235433,387,98862595,98832975,620047,0.0,0.0,186.63,186.63,186.63
6032,10634857,6033,20180627,5776509,2620,98862595,98832975,481069,46.21,0.0,92.42,46.21,46.21
6033,10634858,6034,20180706,3599362,1811,98862595,98832975,743708,0.0,0.0,108.56,108.56,108.56
6034,10634858,6035,20190429,3790443,2486,98862595,98832975,941302,452.15999999999997,0.0,527.52,75.36,75.36
6035,10634857,6036,20180328,5717948,16473,98862595,98832971,477356,0.0,0.0,23.94,23.94,23.94
6036,10634859,6037,20190308,1703544,185,98862595,98832975,939280,21.1,0.0,42.2,21.1,21.1
6037,10634859,6038,20180226,1518090,437,98862595,98832975,674051,0.0,0.0,14.28,14.28,14.28
6038,10634859,6039,20180829,1609558,16077,98862595,98832971,620799,0.0,0.0,172.19,172.19,172.19
6039,10634858,6040,20180710,3599366,1972,98862595,98832975,939041,20.85,0.0,41.7,20.85,20.85
6040,10634859,6041,20190904,1778077,7331,98862595,98832975,939199,0.0,0.0,30.3,30.3,30.3
6041,10634859,6042,20180126,1504589,858,98862595,98832971,938795,0.0,0.0,22.01,22.01,22.01
6042,10634858,6043,20181127,3697668,2312,98862595,98832975,353490,0.0,0.0,13.92,13.92,13.92
6043,10634857,6044,20180908,5825860,2620,98862595,98832975,673905,0.0,0.0,9.3,9.3,9.3
6044,10634859,6045,20180325,1531446,2754,98862595,98832975,2449569,0.0,0.0,51.84,51.84,51.84
6045,10634857,6046,20190211,5931947,2142,98862595,98832975,939280,0.0,0.0,21.3,21.3,21.3
6046,10634857,6047,20181011,5849322,15222,98862595,98832971,253021,0.0,0.0,23.06,23.06,23.06
6047,10634859,6048,20171125,1479048,7331,98862595,98832975,941302,0.0,0.0,72.0,72.0,72.0
6048,10634856,6049,20181125,6664054,387,98862595,98832975,397521,0.0,0.0,35.98,35.98,35.98
6049,10634859,6050,20190306,1703131,2144,98862595,98832975,2448439,0.0,0.0,53.52,53.52,53.52
6050,10634858,6051,20180202,3494790,655,98862595,98832975,353581,0.0,0.0,27.84,27.84,27.84
6051,10634858,6052,20171218,3466585,732,98862595,98832975,471466,0.0,0.0,22.72,22.72,22.72
6052,10634857,6053,20180714,5787902,3912,98862595,98832975,620047,510.39,0.0,680.52,170.13,170.13
6053,10634858,6054,20181227,3715120,1691,98862595,98832975,950287,0.0,0.0,28.41,28.41,28.41
6054,10634857,6055,20190318,5951058,389,98862595,98832975,938647,0.0,0.0,42.37,42.37,42.37
6055,10634858,6056,20190613,3818971,1819,98862595,98832975,238816,0.0,0.0,74.88,74.88,74.88
6056,10634857,6057,20180909,5825536,10427,98862595,98832971,353383,0.0,0.0,29.23,29.23,29.23
6057,10634856,6058,20190218,6805872,1691,98862595,98832975,157925,0.0,0.0,82.77,82.77,82.77
6058,10634856,6059,20180818,6474341,387,98862595,98832975,673962,0.0,0.0,0.0,0.0,0.0
6059,10634856,6060,20181123,6660276,387,98862595,98832975,939421,0.0,0.0,88.8,88.8,88.8
6060,10634856,6061,20190519,6108736,387,98862595,98832975,171579,0.0,0.0,63.0,63.0,63.0
6061,10634857,6062,20180314,5709693,1984,98862595,98832971,471433,0.0,0.0,22.18,22.18,22.18
6062,10634856,6063,20180613,6348636,10810,98862595,98832971,938910,0.0,0.0,24.26,24.26,24.26
6063,10634856,6064,20180404,6203034,2142,98862595,98832975,587303,62.099999999999994,0.0,74.52,12.42,12.42
6064,10634857,6065,20180312,5708787,1629,98862595,98832971,941377,0.0,0.0,82.28,82.28,82.28
6065,10634858,6066,20171128,3455280,15202,98862595,98832971,259705,0.0,0.0,88.24,88.24,88.24
6066,10634856,6067,20190618,6165266,1691,98862595,98832975,941328,0.0,0.0,75.36,75.36,75.36
6067,10634857,6068,20180112,5677310,10613,98862595,98832971,197095,0.0,0.0,17.07,17.07,17.07
6068,10634859,6069,20190322,1709390,64,98862595,98832975,157925,0.0,0.0,84.71,84.71,84.71
6069,10634859,6070,20190618,1745573,2914,98862595,98832975,940973,226.07999999999998,0.0,301.44,75.36,75.36
6070,10634857,6071,20180605,5761768,2701,98862595,98832975,725747,0.0,0.0,30.98,30.98,30.98
6071,10634858,6072,20181230,3717019,2438,98862595,98832975,370551,0.0,0.0,61.08,61.08,61.08
6072,10634859,6073,20190522,1735317,185,98862595,98832975,725747,0.0,0.0,36.48,36.48,36.48
6073,10634857,6074,20180319,5712938,2579,98862595,98832971,939447,0.0,0.0,95.02,95.02,95.02
6074,10634858,6075,20171212,3465146,2950,98862595,98832975,941211,151.29999999999998,0.0,226.95,75.65,75.65
6075,10634856,6076,20171203,6745237,387,98862595,98832975,474122,0.0,0.0,22.81,22.81,22.81
6076,10634858,6077,20190117,3727303,1709,98862595,98832975,257501,0.0,0.0,21.96,21.96,21.96
6077,10634857,6078,20190709,5166148,1979,98862595,98832975,938910,0.0,0.0,21.3,21.3,21.3
6078,10634856,6079,20190401,6893492,16337,98862595,98832971,6212914,0.0,0.0,139.05,139.05,139.05
6079,10634859,6080,20180910,1615478,2674,98862595,98832975,606871,0.0,0.0,16.1,16.1,16.1
6080,10634857,6081,20180806,5802513,1860,98862595,98832971,939579,0.0,0.0,95.02,95.02,95.02
6081,10634858,6082,20190113,3724863,2312,98862595,98832975,941344,0.0,0.0,72.6,72.6,72.6
6082,10634858,6083,20190608,3815702,2438,98862595,98832975,171298,16.1,0.0,32.2,16.1,16.1
6083,10634858,6084,20180206,3498206,2061,98862595,98832975,145003,0.0,0.0,48.74,48.74,48.74
6084,10634857,6085,20181130,5886636,2312,98862595,98832975,397984,35.98,0.0,71.96,35.98,35.98
6085,10634858,6086,20180417,3544822A,2486,98862595,98832975,270900,0.0,0.0,33.72,33.72,33.72
6086,10634856,6087,20180111,6805330,387,98862595,98832975,941393,0.0,0.0,66.46,66.46,66.46
6087,10634856,6088,20180430,6257815,1934,98862595,98832975,939298,0.0,0.0,21.3,21.3,21.3
6088,10634858,6089,20181119,3691149,10757,98862595,98832971,939421,0.0,0.0,90.04,90.04,90.04
6089,10634857,6090,20180205,5688592,1954,98862595,98832975,475939,0.0,0.0,25.02,25.02,25.02
6090,10634857,6091,20180731,5797791,10613,98862595,98832971,941211,0.0,0.0,80.37,80.37,80.37
6091,10634856,6092,20180224,6889204,2142,98862595,98832975,523159,0.0,0.0,50.74,50.74,50.74
6092,10634859,6093,20180108,1495769,2914,98862595,98832975,278747,0.0,0.0,21.55,21.55,21.55
6093,10634857,6094,20180503,5741114,2620,98862595,98832975,526228,32.62,0.0,65.24,32.62,32.62
6094,10634856,6095,20180518,6298539,1934,98862595,98832975,620781,0.0,0.0,199.13,199.13,199.13
6095,10634856,6096,20171104,6689766,387,98862595,98832975,681536,0.0,0.0,30.24,30.24,30.24
6096,10634856,6097,20181113,6641725,387,98862595,98832975,481192,0.0,0.0,52.92,52.92,52.92
6097,10634856,6098,20180811,6460132,387,98862595,98832975,743708,0.0,0.0,101.56,101.56,101.56
6098,10634856,6099,20180520,6302378,387,98862595,98832975,474122,0.0,0.0,23.12,23.12,23.12
6099,10634859,6100,20181002,1625955,930,98862595,98832975,397521,0.0,0.0,32.98,32.98,32.98
6100,10634858,6101,20190407,3775570,1974,98862595,98832975,253021,0.0,0.0,21.96,21.96,21.96
6101,10634857,6102,20190401,5101364,2002,98862595,98832975,743849,0.0,0.0,114.2,114.2,114.2
6102,10634856,6103,20190505,6962710,387,98862595,98832975,939496,0.0,0.0,88.8,88.8,88.8
6103,10634857,6104,20190626,5157427,15190,98862595,98832971,481143,0.0,0.0,50.66,50.66,50.66
6104,10634857,6105,20180119,5680947,2645,98862595,98832975,938530,0.0,0.0,40.86,40.86,40.86
6105,10634858,6106,20180716,3604815,1895,98862595,98832975,481788,0.0,0.0,45.96,45.96,45.96
6106,10634859,6107,20171219,1489549,4959,98862595,98832975,939066,0.0,0.0,38.64,38.64,38.64
6107,10634858,6108,20180730,3613613,2020,98862595,98832975,941328,0.0,0.0,75.65,75.65,75.65
6108,10634856,6109,20190429,6948878,387,98862595,98832975,606871,0.0,0.0,16.1,16.1,16.1
6109,10634859,6110,20190603,1740144,2759,98862595,98832975,941344,150.72000000000003,0.0,226.08,75.36,75.36
6110,10634856,6111,20190420,6932522,387,98862595,98832975,743708,0.0,0.0,114.2,114.2,114.2
6111,10634856,6112,20190611,6149636,387,98862595,98832975,850248,0.0,0.0,0.0,0.0,0.0
6112,10634858,6113,20180731,3612412,2182,98862595,98832975,938530,0.0,0.0,40.86,40.86,40.86
6113,10634857,6114,20181219,5898251,2701,98862595,98832975,620419,182.61,0.0,365.22,182.61,182.61
6114,10634856,6115,20180216,6873035,387,98862595,98832975,941328,0.0,0.0,75.6,75.6,75.6
6115,10634856,6116,20181121,6656495,387,98862595,98832975,941336,0.0,0.0,72.6,72.6,72.6
6116,10634855,6117,20191016,6375392,2020,98862598,98832975,4082020,0.0,0.0,107.78,107.78,107.78
6117,10634855,6118,20201123,6101857,75364,98862598,98832975,4075354,0.0,0.0,126.36,126.36,126.36
6118,10634855,6119,20200204,6008139,78,98862600,98832975,4275350,0.0,0.0,53.13,53.13,53.13
6119,10634858,6120,20200702,3252673,10986,98862604,98832971,800474,20.85,0.0,27.8,6.95,6.95
6120,10634855,6121,20180815,6464934,2305,98862605,98832975,4783106,0.0,0.0,0.0,0.0,0.0
6121,10634855,6122,20191217,6492485,1954,98862610,98832975,5158373,0.0,0.0,0.0,0.0,0.0
6122,10634855,6123,20190115,6743337,5807,98862611,98832975,4524369,0.0,0.0,51.47,51.47,51.47
6123,10634856,6124,20200406,6676700,3911,98862612,98832975,266320,0.0,0.0,0.0,0.0,0.0
6124,10634856,6125,20171107,6692731,2438,98862612,98832975,266395,0.0,0.0,16.99,16.99,16.99
6125,10634856,6126,20180831,6496413,168,98862612,98832975,664144,0.0,0.0,24.88,24.88,24.88
6126,10634856,6127,20181201,6675790,387,98862612,98832975,909523,0.0,0.0,19.66,19.66,19.66
6127,10634856,6128,20180902,6503495,387,98862612,98832975,270033,0.0,0.0,23.37,23.37,23.37
6128,10634856,6129,20180405,6206492,1691,98862612,98832975,664144,0.0,0.0,23.88,23.88,23.88
6129,10634856,6130,20190114,6743275,2059,98862612,98832975,664144,0.0,0.0,25.08,25.08,25.08
6130,10634856,6131,20180714,6406541,387,98862612,98832975,266072,0.0,0.0,26.43,26.43,26.43
6131,10634855,6132,20181221,6710817,2073,98862614,98832975,5947619,0.0,0.0,12.99,12.99,12.99
6132,10634856,6133,20190527,6123007,4104,98862615,98832972,853267,21.95,17.61,43.9,21.95,21.95
6133,10634859,6134,20191127,1817354,1212,98862615,98832971,6225627,41.0,16.57,61.5,20.5,20.5
6134,10634858,6135,20200925,3317283,6764,98862615,98832971,6225627,21.5,17.46,43.0,21.5,21.5
6135,10634858,6136,20190607,3815808,382,98862615,98832971,853267,241.45,17.64,263.4,21.95,21.95
6136,10634858,6137,20201119,3358691,5622,98862615,98832971,6225627,-86.0,-8.76,-64.5,21.5,21.5
6137,10634858,6138,20181108,3684386,5622,98862615,98832971,853267,0.0,18.0,24.5,24.5,24.5
6138,10634856,6139,20190730,6239060,4094,98862615,98832972,6225627,172.0,17.4,193.5,21.5,21.5
6139,10634858,6140,20180506,3558406,2073,98862624,98832975,645259,0.0,0.0,76.2,76.2,76.2
6140,10634856,6141,20180426,6248620,387,98862624,98832975,113431,0.0,0.0,63.92,63.92,63.92
6141,10634857,6142,20200423,5363898,985,98862624,98832975,789792,0.0,0.0,71.4,71.4,71.4
6142,10634859,6143,20191125,1816005,2059,98862624,98832975,272757,0.0,0.0,40.27,40.27,40.27
6143,10634857,6144,20190617,5151819,389,98862624,98832975,272658,0.0,0.0,40.27,40.27,40.27
6144,10634859,6145,20190425,1723257,10512,98862627,98832971,778712,0.0,26.58,34.5,34.5,34.5
6145,10634856,6146,20181027,6609058,2438,98862638,98832975,2476760,0.0,0.0,36.21,36.21,36.21
6146,10634856,6147,20200701,6796608,2486,98862640,98832975,909481,0.0,0.0,26.26,26.26,26.26
6147,10634856,6148,20201116,6973139,10952,98862642,98832971,455907,0.0,0.0,47.67,47.67,47.67
6148,10634856,6149,20190707,6197220,2230,98862642,98832975,199398,0.0,0.0,22.94,22.94,22.94
6149,10634856,6150,20190113,6742054,168,98862642,98832975,995563,0.0,0.0,22.94,22.94,22.94
6150,10634856,6151,20190821,6278198,387,98862642,98832975,354449,0.0,0.0,81.15,81.15,81.15
6151,10634856,6152,20190818,6272348,2149,98862642,98832975,739102,0.0,0.0,22.94,22.94,22.94
6152,10634856,6153,20190204,6779448,64,98862642,98832975,482646,0.0,0.0,62.11,62.11,62.11
6153,10634856,6154,20201106,6958861,10110,98862642,98832971,503102,0.0,0.0,62.11,62.11,62.11
6154,10634856,6155,20181119,6641009,2182,98862642,98832975,455907,0.0,0.0,45.88,45.88,45.88
6155,10634855,6156,20191024,6393482,1891,98862644,98832975,4253845,0.0,0.0,130.87,130.87,130.87
6156,10634858,6157,20181112,3686451,2813,98862645,98832975,2478162,0.0,0.0,0.0,0.0,0.0
6158,10634858,6159,20190618,3822381,2061,98862649,98832975,336255,0.0,0.0,32.52,32.52,32.52
6159,10634856,6160,20171215,6766561,387,98862649,98832975,797720,46.56,0.0,93.12,46.56,46.56
6160,10634856,6161,20200207,6579808,387,98862649,98832975,401646,0.0,0.0,30.28,30.28,30.28
6161,10634857,6162,20200327,5341511,1496,98862649,98832975,797688,0.0,0.0,0.0,0.0,0.0
6162,10634859,6163,20180830,1607038,771,98862649,98832975,155671,0.0,0.0,29.52,29.52,29.52
6163,10634859,6164,20200508,1889147,2305,98862649,98832975,402099,0.0,0.0,0.0,0.0,0.0
6164,10634859,6165,20181025,1637204,2754,98862649,98832975,797746,0.0,0.0,76.64,76.64,76.64
6165,10634859,6166,20171107,1470783,15093,98862649,98832971,149120,0.0,0.0,29.6,29.6,29.6
6166,10634859,6167,20200415,1877388,64,98862649,98832975,797720,47.7,0.0,95.4,47.7,47.7
6167,10634858,6168,20200608,3236241,1891,98862649,98832975,402099,0.0,0.0,0.0,0.0,0.0
6168,10634856,6169,20181204,6681080,387,98862649,98832975,149120,0.0,0.0,28.98,28.98,28.98
6169,10634858,6170,20200113,3130030,655,98862649,98832975,155671,0.0,0.0,30.36,30.36,30.36
6170,10634856,6171,20190713,6209477,387,98862650,98832975,2477537,0.0,0.0,26.97,26.97,26.97
6171,10634858,6172,20191013,3898921,382,98862651,98832971,187781,43.59,37.99,87.18,43.59,43.59
6172,10634856,6173,20200623,6786149,2486,98862652,98832975,633438,0.0,0.0,31.5,31.5,31.5
6173,10634855,6174,20200623,6785797,2149,98862654,98832975,5033600,6.18,0.0,12.36,6.18,6.18
6174,10634858,6175,20181010,3662594,11029,98862661,98832971,2476612,0.0,15.0,19.5,19.5,19.5
6175,10634856,6176,20200407,6683118,1488,98862661,98832972,2476422,0.0,11.7,15.5,15.5,15.5
6176,10634856,6177,20200403,6676914,4096,98862661,98832972,2476182,0.0,11.7,15.5,15.5,15.5
6177,10634857,6178,20190719,5173128,2142,98862675,98832975,370023,0.0,0.0,0.0,0.0,0.0
6178,10634856,6179,20190921,6334990,387,98862675,98832975,370643,0.0,0.0,0.0,0.0,0.0
6179,10634858,6180,20200414,3192541,2486,98862675,98832975,2401362,0.0,0.0,12.81,12.81,12.81
6180,10634858,6181,20200131,3142573,2438,98862675,98832975,2401339,25.020000000000003,0.0,37.53,12.51,12.51
6181,10634857,6182,20191021,5234992,389,98862675,98832975,370643,0.0,0.0,0.0,0.0,0.0
6182,10634857,6183,20180309,5708068,2620,98862675,98832975,370643,0.0,0.0,10.76,10.76,10.76
6183,10634856,6184,20180716,6408720,387,98862675,98832975,2401396,0.0,0.0,9.96,9.96,9.96
6184,10634859,6185,20190515,1730653,2754,98862675,98832975,370643,0.0,0.0,8.66,8.66,8.66
6185,10634859,6186,20200924,1954199,1807,98862675,98832975,370023,0.0,0.0,13.66,13.66,13.66
6186,10634858,6187,20200107,3126404,2438,98862675,98832975,2401032,17.87,0.0,35.74,17.87,17.87
6187,10634859,6188,20200402,1871658,271,98862675,98832975,2401032,0.0,0.0,19.97,19.97,19.97
6188,10634856,6189,20200214,6593132,387,98862675,98832975,2401339,0.0,0.0,12.51,12.51,12.51
6189,10634857,6190,20200724,5437035,2645,98862675,98832975,370643,0.0,0.0,0.0,0.0,0.0
6190,10634858,6191,20191216,3114889,2438,98862675,98832975,2401339,0.0,0.0,0.0,0.0,0.0
6191,10634858,6192,20200812,3281719,655,98862676,98832975,2483857,0.0,0.0,55.11,55.11,55.11
6192,10634856,6193,20190516,6101773,387,98862676,98832975,2483857,0.0,0.0,52.8,52.8,52.8
6193,10634858,6194,20200225,3157887,2182,98862694,98832975,487934,0.0,0.0,17.5,17.5,17.5
6194,10634858,6195,20181025,3669108,1412,98862694,98832975,487975,0.0,0.0,17.5,17.5,17.5
6195,10634855,6196,20200520,6741379,1412,98862696,98832975,4278800,0.0,0.0,44.46,44.46,44.46
6196,10634859,6197,20190103,1672592,2144,98862698,98832975,786608,0.0,0.0,0.0,0.0,0.0
6197,10634858,6198,20200503,3207290,1819,98862698,98832975,786582,0.0,0.0,17.8,17.8,17.8
6198,10634856,6199,20181007,6572380,387,98862698,98832975,786608,0.0,0.0,6.82,6.82,6.82
6199,10634858,6200,20200113,3129884,2073,98862698,98832975,925974,15.06,0.0,30.12,15.06,15.06
6200,10634856,6201,20191228,6510945,387,98862698,98832975,786780,0.0,0.0,16.18,16.18,16.18
6201,10634858,6202,20190324,3767156,2486,98862698,98832975,786608,0.0,0.0,0.0,0.0,0.0
6202,10634859,6203,20200305,1858358,2914,98862698,98832975,925305,0.0,0.0,12.15,12.15,12.15
6203,10634857,6204,20200526,5390561,1979,98862698,98832975,925933,12.41,0.0,24.82,12.41,12.41
6204,10634858,6205,20180427,3551756,2486,98862698,98832975,923649,0.0,0.0,10.28,10.28,10.28
6205,10634859,6206,20190325,1709855,2914,98862698,98832975,924258,0.0,0.0,9.57,9.57,9.57
6206,10634858,6207,20191128,3102393,2073,98862698,98832975,925206,0.0,0.0,0.0,0.0,0.0
6207,10634858,6208,20180717,3605249,2950,98862698,98832975,786582,0.0,0.0,15.3,15.3,15.3
6208,10634856,6209,20181212,6694062,1691,98862698,98832975,925859,0.0,0.0,10.22,10.22,10.22
6209,10634857,6210,20180810,5805415,2142,98862698,98832975,926238,0.0,0.0,15.31,15.31,15.31
6210,10634857,6211,20200904,5469573,2312,98862698,98832975,924597,0.0,0.0,0.0,0.0,0.0
6211,10634856,6212,20181217,6701537,387,98862698,98832975,925206,0.0,0.0,10.21,10.21,10.21
6212,10634858,6213,20190708,3833903,2230,98862712,98832975,2487361,0.0,0.0,49.29,49.29,49.29
6213,10634858,6214,20191126,3101949,804,98862713,98832975,229625,0.0,0.0,33.46,33.46,33.46
6214,10634858,6215,20191029,3906905,1709,98862713,98832975,282848,0.0,0.0,17.43,17.43,17.43
6215,10634859,6216,20190930,1790634,2144,98862713,98832975,282848,0.0,0.0,17.43,17.43,17.43
6216,10634857,6217,20200406,5347995,2645,98862713,98832975,229609,0.0,0.0,0.0,0.0,0.0
6217,10634858,6218,20200813,3283168,1811,98862713,98832975,229609,0.0,0.0,37.26,37.26,37.26
6218,10634857,6219,20200402,5346515,2013,98862713,98832975,6242242,0.0,0.0,0.0,0.0,0.0
6219,10634858,6220,20190122,3730513,1691,98862713,98832975,467597,0.0,0.0,29.91,29.91,29.91
6220,10634856,6221,20190527,6123023,16359,98862713,98832971,467597,0.0,0.0,31.9,31.9,31.9
6221,10634858,6222,20200420,3195838,1693,98862713,98832975,229625,0.0,0.0,33.46,33.46,33.46
6222,10634858,6223,20190701,3829840,10672,98862713,98832971,282848,0.0,0.0,18.46,18.46,18.46
6223,10634857,6224,20191025,5238784,2472,98862727,98832971,327239,49.95,43.48,99.9,49.95,49.95
6224,10634858,6225,20191014,3898925,6625,98862727,98832971,570861,0.0,30.48,40.03,40.03,40.03
6225,10634858,6226,20180207,3497739,322,98862728,98832975,621326,0.0,0.0,15.17,15.17,15.17
6226,10634856,6227,20171220,6770578,1934,98862728,98832975,621326,0.0,0.0,13.68,13.68,13.68
6227,10634858,6228,20180911,3640783,509,98862728,98832971,501171,0.0,0.0,14.29,14.29,14.29
6228,10634857,6229,20180227,5701494,2791,98862728,98832971,599407,0.0,0.0,17.36,17.36,17.36
6229,10634857,6230,20190131,5924785,2002,98862728,98832975,501171,0.0,0.0,13.55,13.55,13.55
6230,10634856,6231,20190403,6887593,2073,98862730,98832975,869321,0.0,0.0,25.0,25.0,25.0
6231,10634856,6232,20200304,6620926,168,98862730,98832975,869321,0.0,0.0,22.68,22.68,22.68
6232,10634856,6233,20190116,6749002,387,98862731,98832975,2480549,0.0,0.0,21.78,21.78,21.78
6233,10634857,6234,20181124,5881470,2142,98862731,98832975,2480481,0.0,0.0,22.98,22.98,22.98
6234,10634859,6235,20191002,1792501,10617,98862741,98832971,2419406,0.0,39.37,52.03,52.03,52.03
6235,10634859,6236,20200730,1927843A,10518,98862741,98832971,795443,0.0,30.0,41.95,41.95,41.95
