ORDER_NUMBER,ORDER_QUANTITY,SHIPPED_QUANTITY,ORDER_TYPE,PURCHASE_ORDER_NUMBER
1898279,2,2,REGULAR,0
3840528,-1,-1,REGULAR,0
5177368,1,1,REGULAR,0
3226832,7,7,REGULAR,0
3810039,6,6,REGULAR,0
6767740,2,2,REGULAR,0
6926992,4,4,REGULAR,0
6364637,2,2,REGULAR,0
3235782,1,0,REGULAR,0
1982060,1,1,REGULAR,0
1676567,1,1,PROMOTIONAL,0
3918065,1,1,REGULAR,0
3797629,1,1,PROMOTIONAL,0
1856324,1,0,REGULAR,0
3122061,1,1,REGULAR,0
5493757,1,1,REGULAR,0
5947452,1,1,REGULAR,0
5303151,1,1,REGULAR,0
3321916,1,1,PROMOTIONAL,0
3833301,4,4,REGULAR,0
5889205,1,1,REGULAR,0
6325384,1,1,REGULAR,0
6658458,1,1,REGULAR,0
3815383,1,1,REGULAR,0
3468068,2,2,REGULAR,0
6689279,4,0,REGULAR,0
3236203,1,1,REGULAR,0
6680212,1,0,REGULAR,0
5666239,1,1,REGULAR,0
5744751,1,1,REGULAR,0
5490676,1,1,REGULAR,0
6785038,3,3,REGULAR,0
6921789,1,1,REGULAR,0
3131049,4,4,REGULAR,0
3862502,1,1,REGULAR,0
5748354,1,1,REGULAR,0
3225284,1,1,REGULAR,0
6238850,2,2,REGULAR,0
5774638,1,1,REGULAR,0
3285373,1,1,REGULAR,0
3750724,1,1,REGULAR,0
5944686,2,2,REGULAR,0
5313664,1,1,REGULAR,0
6820568,1,1,REGULAR,0
6499546,15,15,REGULAR,0
5656009,2,2,REGULAR,0
6181195,1,0,REGULAR,0
6448425,3,3,REGULAR,0
3690119,1,1,REGULAR,0
6570345,1,1,REGULAR,0
6777174,2,2,REGULAR,0
5465915,1,1,REGULAR,0
5934311,3,3,REGULAR,0
3709112,1,1,REGULAR,0
5786963,4,4,REGULAR,0
5292634,2,2,REGULAR,0
3714127,2,2,REGULAR,0
1872403,1,1,REGULAR,0
3282429,1,1,REGULAR,0
6561850,1,1,REGULAR,0
5271872,3,3,REGULAR,0
6675557,6,6,PROMOTIONAL,0
6751643,1,1,REGULAR,0
6948930,6,6,REGULAR,0
6968344,6,6,REGULAR,0
6435432,2,2,PROMOTIONAL,0
3571772,1,0,REGULAR,0
1565568,1,1,REGULAR,0
5840424,1,1,REGULAR,0
3493481,1,1,REGULAR,0
3658746,1,1,REGULAR,0
6204243,1,1,BOOKING,0
1512944,2,2,REGULAR,0
3749822,1,1,REGULAR,0
5406937,1,0,REGULAR,0
5310918,2,2,REGULAR,0
1835577,1,1,REGULAR,0
6656677,2,2,REGULAR,0
6568826,1,1,REGULAR,0
3185049,1,1,REGULAR,0
5730558,4,4,REGULAR,0
5529880,1,1,REGULAR,0
5854863,1,1,REGULAR,0
6581862,1,0,REGULAR,0
5223904,1,1,REGULAR,0
6223632,1,1,REGULAR,0
6201602,2,2,REGULAR,0
6738875,1,1,REGULAR,0
6240422,1,1,REGULAR,0
6880336,1,1,REGULAR,0
6581575,1,0,REGULAR,0
5291860,1,1,REGULAR,0
6941789,1,1,REGULAR,0
6718724,1,1,REGULAR,0
5901907,2,2,REGULAR,0
6586083,1,1,REGULAR,0
1604295,1,0,REGULAR,0
3520713,2,2,REGULAR,0
3714508,1,0,REGULAR,0
6834822,1,1,REGULAR,0
6725743,1,1,REGULAR,0
6931850,1,1,REGULAR,0
6773884,1,0,REGULAR,0
3798032,1,1,REGULAR,0
6117795,1,1,REGULAR,0
5654023,1,1,REGULAR,0
3218629,2,2,REGULAR,0
1707967,2,2,REGULAR,0
3129101,2,0,REGULAR,0
1913111,1,0,REGULAR,0
1966101,2,2,REGULAR,0
3345443,2,2,REGULAR,0
3803122,1,1,REGULAR,0
1533802A,1,1,REGULAR,0
3630090,1,1,REGULAR,0
6645190,2,2,REGULAR,0
6790941,1,0,REGULAR,0
6100613,1,0,REGULAR,0
6107188,1,1,REGULAR,0
6694523,1,1,REGULAR,0
6398202,1,1,REGULAR,0
6262584,1,1,REGULAR,0
6593571,1,1,REGULAR,0
6838924,1,1,REGULAR,0
6731742,1,1,REGULAR,0
6718934,1,1,REGULAR,0
6581078,1,1,REGULAR,0
6382502,1,1,REGULAR,0
6830715,3,3,REGULAR,0
6747262,2,2,REGULAR,0
5765413,6,6,REGULAR,0
6945492,8,8,REGULAR,0
6157561,1,1,REGULAR,0
6695793,4,4,REGULAR,0
3595015,1,0,REGULAR,0
5917775,1,0,REGULAR,0
3444808,1,1,REGULAR,0
5659729,1,1,REGULAR,0
6546509,1,0,REGULAR,0
6253518,1,0,REGULAR,0
6857980,1,1,REGULAR,0
6249740,1,0,REGULAR,0
5538405,1,1,REGULAR,0
6694245,2,2,REGULAR,0
6398240,2,2,REGULAR,0
6757458,1,1,REGULAR,0
6968222,1,1,REGULAR,0
6220575,1,1,REGULAR,0
6540198,1,1,REGULAR,0
6803634,1,1,REGULAR,0
6729051,1,1,REGULAR,0
3626417,2,2,REGULAR,0
3627658,2,2,REGULAR,0
6972562,1,1,REGULAR,0
1946219,1,1,REGULAR,0
3682260,1,1,REGULAR,0
6795325,1,1,REGULAR,0
3593998,1,1,REGULAR,0
5688596,1,1,REGULAR,0
6793786,1,1,REGULAR,0
6323753,1,1,REGULAR,0
1550326,1,1,REGULAR,0
6234279,1,1,REGULAR,0
6482547,3,3,REGULAR,0
6424816,3,3,REGULAR,0
6397786,1,1,REGULAR,0
1483200,1,1,REGULAR,0
3498860,1,1,REGULAR,0
5649469,1,1,REGULAR,0
3488316,1,1,REGULAR,0
5674326,1,1,REGULAR,0
6841460,1,1,REGULAR,0
6254745,1,1,REGULAR,0
6738742,1,1,REGULAR,0
6706343,1,1,PROMOTIONAL,0
6395513,1,1,REGULAR,0
6673124,1,0,REGULAR,0
6903385,1,1,REGULAR,0
6655530,1,1,REGULAR,0
6632821,1,1,PROMOTIONAL,0
6560309,3,3,REGULAR,0
6311323,1,1,REGULAR,0
6424328,1,0,REGULAR,0
6575797,1,1,REGULAR,0
6233489,3,3,PROMOTIONAL,0
6952525,1,1,REGULAR,0
6670535,1,1,REGULAR,0
3742914,1,1,REGULAR,0
3555156,1,1,REGULAR,0
3265774,2,2,REGULAR,0
1842354,1,1,REGULAR,0
3768604,1,1,REGULAR,0
3758510,1,1,REGULAR,0
5419435,1,1,REGULAR,0
6749488,1,1,REGULAR,0
1896069,1,1,REGULAR,0
1776101,1,1,REGULAR,0
3734265,1,1,REGULAR,0
3490983,1,1,REGULAR,0
3788100,1,1,REGULAR,0
5527961,1,1,REGULAR,0
1544955,1,1,REGULAR,0
3252512,1,1,REGULAR,0
3467528,1,1,REGULAR,0
1967651,1,1,REGULAR,0
3307475,1,1,REGULAR,0
5375967,1,1,REGULAR,0
3694953,1,1,REGULAR,0
5355443,1,1,REGULAR,0
3541535,1,1,REGULAR,0
3308898A,2,2,REGULAR,0
3172709,1,1,REGULAR,0
3249766,1,1,REGULAR,0
3840788,1,1,REGULAR,0
5253395,1,1,REGULAR,0
6296965,1,1,REGULAR,0
6280173,1,1,REGULAR,0
1909180,1,1,REGULAR,0
5161805,1,1,PROMOTIONAL,0
6759625,1,1,REGULAR,0
6467097,1,1,REGULAR,0
3296062,1,1,REGULAR,0
6433441,2,2,REGULAR,0
6817676,2,2,REGULAR,0
6862792,1,1,REGULAR,0
6836431,4,4,REGULAR,0
6253250,1,1,REGULAR,0
6666268,1,1,REGULAR,0
6390227,2,2,PROMOTIONAL,0
6686044,1,1,BOOKING,0
6384832,1,1,REGULAR,0
5655455,1,1,REGULAR,0
6444039,1,1,REGULAR,0
3172720,2,2,REGULAR,0
6465653,1,1,REGULAR,0
6503201,1,1,REGULAR,0
1473299,1,1,REGULAR,0
3852893,1,1,REGULAR,0
1872839,3,3,REGULAR,0
6233679,1,1,REGULAR,0
5418095,2,0,REGULAR,0
5701705,2,2,PROMOTIONAL,0
5456326,1,1,REGULAR,0
5856702,1,1,REGULAR,0
6651458,1,1,REGULAR,0
6831592,1,1,REGULAR,0
1102970,1,1,REGULAR,0
1532028,1,1,REGULAR,0
3327003,1,1,REGULAR,0
6509898,1,1,REGULAR,0
3878546,1,1,REGULAR,0
3835695,1,1,REGULAR,0
3722825,1,1,REGULAR,0
6686644,1,1,REGULAR,0
5698399,1,1,REGULAR,0
5417967,1,1,REGULAR,0
3707900,1,1,REGULAR,0
5505445,1,1,REGULAR,0
5133938,1,1,REGULAR,0
5508422,1,1,REGULAR,0
6242116,1,1,REGULAR,0
3736727,1,1,REGULAR,0
6515592,1,1,REGULAR,0
3889008,1,1,REGULAR,0
6228923,1,1,REGULAR,0
3759182,1,1,REGULAR,0
5896784,1,1,REGULAR,0
3106959,1,1,PROMOTIONAL,0
1804471,1,1,REGULAR,0
3362350,1,1,REGULAR,0
3876635,1,1,REGULAR,0
5182554,1,1,REGULAR,0
3448258,1,1,REGULAR,0
6335617,1,1,REGULAR,0
3223990,3,0,REGULAR,0
6337049,1,1,REGULAR,0
6276900,1,1,REGULAR,0
3776326,1,1,REGULAR,0
5668959,1,0,REGULAR,0
5702961,1,1,REGULAR,0
6437176,1,0,REGULAR,0
3655351,1,0,REGULAR,0
5117202,1,1,REGULAR,0
5442423,3,3,REGULAR,0
3265993,3,3,PROMOTIONAL,0
1526673,1,1,REGULAR,0
5757629,1,1,REGULAR,0
3739466,1,1,REGULAR,0
5801490,1,1,REGULAR,0
1909663,1,1,REGULAR,0
5373709,1,1,REGULAR,0
5204195,1,1,REGULAR,0
3312788,10,8,PROMOTIONAL,0
6476599,1,1,REGULAR,0
3737066,1,1,REGULAR,0
6965900A,1,1,REGULAR,0
3734611,1,1,REGULAR,0
6968745,1,1,REGULAR,0
3755692,1,1,REGULAR,0
3561165,1,1,REGULAR,0
6285219,2,2,REGULAR,0
6439429,1,1,REGULAR,0
6469568,1,1,REGULAR,0
6369976,1,1,REGULAR,0
5459482,1,0,REGULAR,0
5143654,1,1,REGULAR,0
5866615A,1,1,REGULAR,0
6931956,1,1,REGULAR,0
6869025,1,0,REGULAR,0
1613398,1,1,REGULAR,0
6589821,1,1,REGULAR,0
3577326,1,1,REGULAR,0
6330970,2,2,REGULAR,0
6513520,2,2,REGULAR,0
6793376,4,4,REGULAR,0
6857875,2,0,REGULAR,0
6804700,1,1,REGULAR,0
6698389,1,1,REGULAR,0
6207914,3,3,REGULAR,0
6860925,2,0,REGULAR,0
6214090,1,1,PROMOTIONAL,0
6750235,1,1,REGULAR,0
6546709,1,1,REGULAR,0
6892096,1,1,REGULAR,0
6738593,2,2,REGULAR,0
6263589,2,2,REGULAR,0
6287076,1,1,REGULAR,0
6486837,6,6,REGULAR,0
6807900,1,1,REGULAR,0
1980006,1,1,REGULAR,0
3279128,2,2,REGULAR,0
5882310,1,1,REGULAR,0
3311760,1,0,REGULAR,0
6553015,2,2,REGULAR,0
3459582,2,2,REGULAR,0
5194574,3,3,REGULAR,0
3319569,4,4,REGULAR,0
5343041,2,0,REGULAR,0
6654416,3,0,REGULAR,0
3526910,1,1,REGULAR,0
1934258,2,0,REGULAR,0
6624557,1,1,REGULAR,0
5820352,1,1,REGULAR,0
3452781,2,2,REGULAR,0
6410496,1,1,REGULAR,0
6878268,1,1,REGULAR,0
6631522,2,2,REGULAR,0
6298858,5,5,REGULAR,0
6700800,1,1,REGULAR,0
6234522,2,2,REGULAR,0
6854047,1,1,REGULAR,0
6390647,3,3,REGULAR,0
6718167,1,1,PROMOTIONAL,0
6718468,1,1,REGULAR,0
6278033,2,2,REGULAR,0
6717699,12,12,REGULAR,0
6587570,1,1,REGULAR,0
5648788,2,2,REGULAR,0
5149663,1,1,REGULAR,0
5203364,1,0,REGULAR,0
5124221,1,0,REGULAR,0
5205269,4,0,REGULAR,0
1660240,1,1,REGULAR,0
1586505,1,1,REGULAR,0
3497898,1,1,REGULAR,0
1511687,1,1,REGULAR,0
5789842,5,5,REGULAR,0
5746967,1,1,REGULAR,0
6812013,1,1,REGULAR,0
6747784,1,0,REGULAR,0
6581540,2,2,REGULAR,0
6617741,10,10,PROMOTIONAL,0
6195682,2,2,REGULAR,0
6168700,1,1,REGULAR,0
3114068,4,4,REGULAR,0
6157646,1,1,REGULAR,0
6606856,20,20,REGULAR,0
3162207,6,6,REGULAR,0
1850934,6,6,REGULAR,0
3679456,-1,-1,REGULAR,0
3315046,1,1,REGULAR,0
6118118,15,15,REGULAR,0
6914761,38,38,REGULAR,0
5484307,-2,-2,REGULAR,0
5680992,2,0,REGULAR,0
5102833,2,2,REGULAR,0
3842711,6,6,REGULAR,0
5523016,7,7,REGULAR,0
6849953,1,1,REGULAR,0
6952389,1,1,REGULAR,0
6878322,1,0,REGULAR,0
6108332,1,1,REGULAR,0
6946503,1,1,REGULAR,0
5457670,1,1,REGULAR,0
6503588,1,1,REGULAR,0
3518582,1,1,REGULAR,0
3523737,1,1,REGULAR,0
3562389,1,1,REGULAR,0
3552670,1,1,REGULAR,0
1656519,1,1,REGULAR,0
6895489,1,0,REGULAR,0
5108433,1,1,REGULAR,0
3478431,1,1,REGULAR,0
1631085,1,1,REGULAR,0
5390267,1,1,REGULAR,0
3640116,2,2,REGULAR,0
3329871,1,1,REGULAR,0
6834505,1,1,REGULAR,0
6242875,1,1,REGULAR,0
6235151,1,1,REGULAR,0
1856901,1,1,REGULAR,0
6613542,2,2,REGULAR,0
3226083,1,1,REGULAR,0
3912360,1,1,REGULAR,0
5846924,1,1,REGULAR,0
6243558,1,1,REGULAR,0
3449975,1,1,REGULAR,0
3778600,1,1,REGULAR,0
3906026,4,4,PROMOTIONAL,0
3608442,1,1,REGULAR,0
1595417,1,1,PROMOTIONAL,0
5355883,1,1,REGULAR,0
3185736,1,1,REGULAR,0
6618545,1,1,REGULAR,0
6362158,1,1,REGULAR,0
1802567,1,1,REGULAR,0
6755865,1,1,REGULAR,0
3741537,1,1,REGULAR,0
5246942,1,1,REGULAR,0
5732666,1,0,REGULAR,0
1872524,1,0,REGULAR,0
3733388,1,1,REGULAR,0
3468541,1,1,REGULAR,0
1104326,1,1,REGULAR,0
5895981,1,1,REGULAR,0
5242673,1,1,REGULAR,0
1472051,1,1,REGULAR,0
3599854,1,1,REGULAR,0
1727205,1,1,REGULAR,0
6360777,1,1,PROMOTIONAL,0
3311660,1,1,REGULAR,0
6374490,1,1,REGULAR,0
3211234,1,0,REGULAR,0
3257217,1,1,REGULAR,0
1954864,1,1,REGULAR,0
5231892,1,1,REGULAR,0
3362430,1,1,REGULAR,0
3715705,1,1,REGULAR,0
3328362,1,1,REGULAR,0
5468467,1,1,REGULAR,0
3351582,1,1,PROMOTIONAL,0
3581995,2,2,REGULAR,0
6928943,1,1,REGULAR,0
1607706,1,1,REGULAR,0
5382842,1,1,REGULAR,0
6776113,1,1,PROMOTIONAL,0
5408361,1,1,REGULAR,0
1570706,1,1,REGULAR,0
5489853,2,2,PROMOTIONAL,0
3739204,1,1,REGULAR,0
6780082,1,1,REGULAR,0
5861073,1,1,REGULAR,0
3104099,1,1,REGULAR,0
5115941,1,0,REGULAR,0
1656685,1,1,REGULAR,0
3605149,1,1,REGULAR,0
6725805,2,2,REGULAR,0
6966121,2,2,REGULAR,0
6311126,2,0,REGULAR,0
6369131,2,2,REGULAR,0
6372361,2,2,REGULAR,0
6929996,2,2,REGULAR,0
3690291,1,1,REGULAR,0
6416558,1,1,REGULAR,0
1621350,6,0,REGULAR,0
6619322,1,1,REGULAR,0
6939686,1,1,REGULAR,0
3227825,20,20,EMERG TRANSFER,0
3190115,1,0,REGULAR,0
6138854,6,6,REGULAR,0
6885617,3,3,REGULAR,0
6707181,1,1,REGULAR,0
6491146,1,1,REGULAR,0
6808420,1,1,REGULAR,0
6643154,1,1,REGULAR,0
6603724,7,7,REGULAR,0
6441830,1,1,REGULAR,0
3866354,1,0,REGULAR,0
3317556,1,0,REGULAR,0
5839383,1,1,REGULAR,0
3102717,2,2,REGULAR,0
5167038,1,1,REGULAR,0
5196112,2,2,REGULAR,0
6767097,1,1,REGULAR,0
1894038,1,1,REGULAR,0
1473843,1,1,REGULAR,0
1784993,1,1,REGULAR,0
1650221,1,1,REGULAR,0
6295564,1,0,REGULAR,0
6710858,1,1,REGULAR,0
6720046,10,10,REGULAR,0
6839087,1,1,REGULAR,0
6277173,3,3,REGULAR,0
6369660,2,2,REGULAR,0
6793582,1,1,REGULAR,0
6213414,3,0,REGULAR,0
6434246,1,1,REGULAR,0
6329485,1,1,REGULAR,0
5374120,1,1,REGULAR,0
5947892,2,2,REGULAR,0
3243231,1,1,REGULAR,0
3796219,1,1,REGULAR,0
5892621,2,2,REGULAR,0
5144993,2,2,REGULAR,0
3147503,1,1,REGULAR,0
1737126,1,1,REGULAR,0
1854458,1,1,REGULAR,0
1811340,4,4,REGULAR,0
6227015,1,1,REGULAR,0
3295577,-1,-1,REGULAR,0
6209087,1,1,REGULAR,0
3240535,1,1,REGULAR,0
5119660,1,1,REGULAR,0
5308232,1,1,REGULAR,0
5256100,1,1,REGULAR,0
5382007,1,0,REGULAR,0
5348684,1,0,REGULAR,0
3230661,1,0,REGULAR,0
3832020,1,1,REGULAR,0
5511439,1,1,REGULAR,0
5184621,1,1,PROMOTIONAL,0
5147274,1,1,REGULAR,0
3578590,1,1,REGULAR,0
1527191,1,1,REGULAR,0
1913908A,1,1,REGULAR,0
1753039,3,3,REGULAR,0
5461423,2,2,REGULAR,0
6875007,2,2,REGULAR,0
6707354,2,0,REGULAR,0
6458881,2,2,REGULAR,0
6825475,4,4,REGULAR,0
6893090,3,3,BOOKING,0
6734313,1,1,REGULAR,0
6474957,1,1,REGULAR,0
6494887,1,1,REGULAR,0
6445119,1,1,REGULAR,0
6761476,1,1,REGULAR,0
6791205,1,1,REGULAR,0
6135029,1,1,REGULAR,0
6435505,1,1,REGULAR,0
5731573,2,2,REGULAR,0
5781068,1,0,REGULAR,0
6910130,4,4,REGULAR,0
6846110,4,4,REGULAR,0
6742393,6,6,REGULAR,0
6695683,2,2,REGULAR,0
6971890,2,2,REGULAR,0
3487606,8,8,NON SALEABLE,0
3450373,1,0,REGULAR,0
6656139,1,1,REGULAR,0
6595760,1,1,REGULAR,0
3473986,1,0,REGULAR,0
6802482,1,1,REGULAR,0
6630669,1,1,REGULAR,0
6244209,1,1,REGULAR,0
5907404,1,0,REGULAR,0
6354826,1,1,REGULAR,0
6182932,2,2,REGULAR,0
6141251,1,1,REGULAR,0
5807231,1,1,REGULAR,0
5348616,1,0,REGULAR,0
6443460,1,1,REGULAR,0
6344982,1,1,REGULAR,0
5154068,1,1,REGULAR,0
6813967,1,1,REGULAR,0
6914823,1,1,REGULAR,0
5267287,5,5,REGULAR,0
6285929,1,1,REGULAR,0
3691597,1,1,REGULAR,0
6695546,1,1,REGULAR,0
6463401,1,1,REGULAR,0
5809359,1,0,REGULAR,0
6935437,1,0,REGULAR,0
6429844,1,1,REGULAR,0
1810076,1,0,REGULAR,0
6451250,1,1,REGULAR,0
6492614,1,1,REGULAR,0
6807581,1,1,REGULAR,0
6375852,6,6,REGULAR,0
6773259,2,2,REGULAR,0
6128004,20,20,REGULAR,0
6284463,20,20,REGULAR,0
3780209,1,1,REGULAR,0
3515053,2,2,REGULAR,0
3529290,1,1,REGULAR,0
5238807,1,1,REGULAR,0
5357407,1,1,REGULAR,0
5493601,1,1,REGULAR,0
5363801,1,1,REGULAR,0
5431298,1,1,REGULAR,0
3769043,2,2,REGULAR,0
5960282,1,1,REGULAR,0
6578604,14,14,EMERG TRANSFER,0
5677914,1,1,REGULAR,0
1863537,2,0,REGULAR,0
6734303,1,1,REGULAR,0
3725431,1,1,REGULAR,0
5944414,1,1,REGULAR,0
5840259,2,2,REGULAR,0
3758550,2,0,REGULAR,0
1473489,1,1,REGULAR,0
1683734,1,1,REGULAR,0
6839158,3,3,REGULAR,0
6717516,1,1,REGULAR,0
6226610,1,1,REGULAR,0
6942660,1,1,REGULAR,0
6448262,1,1,REGULAR,0
6448147,1,1,REGULAR,0
6449576,1,1,REGULAR,0
3283580,3,3,REGULAR,0
6360626,1,1,REGULAR,0
6441103,1,1,REGULAR,0
6801259,1,1,REGULAR,0
5830229,1,0,REGULAR,0
5695358,1,0,REGULAR,0
6473562,1,1,REGULAR,0
6775516,1,1,REGULAR,0
5682960,1,0,REGULAR,0
6862305,1,1,REGULAR,0
6187556,1,1,REGULAR,0
6817231,1,1,REGULAR,0
6342768,1,1,REGULAR,0
3589129,1,1,REGULAR,0
1582633,1,1,REGULAR,0
5658254,1,1,REGULAR,0
5921057,1,1,REGULAR,0
1916276,1,0,REGULAR,0
6843344,1,1,REGULAR,0
5704950,1,1,REGULAR,0
5213005,11,11,REGULAR,0
5860075,2,2,REGULAR,0
5524501,1,0,REGULAR,0
5688591,1,0,REGULAR,0
3319415,1,0,PROMOTIONAL,0
3809281,2,2,REGULAR,0
6480195,3,3,REGULAR,0
3479136,1,0,BOOKING,0
6857231,7,7,BOOKING,0
6227779,2,2,REGULAR,0
6493529,1,0,REGULAR,0
6565260,2,2,REGULAR,0
5405982,1,1,REGULAR,0
5163773,1,1,REGULAR,0
3807692,1,1,REGULAR,0
3209908,-1,-1,REGULAR,0
6210388,1,1,PROMOTIONAL,0
6434650,1,1,REGULAR,0
6388765,1,1,REGULAR,0
5412494,1,0,REGULAR,0
5372632,1,0,REGULAR,0
5872265,1,1,REGULAR,0
1900949,1,0,REGULAR,0
1843614,1,1,REGULAR,0
1519739,1,1,REGULAR,0
1860516,1,1,REGULAR,0
1481722,1,1,REGULAR,0
1774099,2,2,REGULAR,0
1790394,2,2,REGULAR,0
1678833,3,3,REGULAR,0
1926643,2,2,REGULAR,0
1513059,1,1,REGULAR,0
5856992,5,5,REGULAR,0
5872300,1,1,REGULAR,0
5498681,1,1,REGULAR,0
3673050,1,1,REGULAR,0
6280575,6,6,REGULAR,0
6423185,1,1,REGULAR,0
5858830,1,1,REGULAR,0
5730125,2,2,REGULAR,0
3827543,-1,-1,REGULAR,0
1643961,1,1,REGULAR,0
1807563,3,3,REGULAR,0
5183189,2,2,REGULAR,0
3911855,2,2,REGULAR,0
5180405,3,3,REGULAR,0
6522610,-6,-6,REGULAR,0
6259111,10,10,REGULAR,0
3876398,5,5,REGULAR,0
1481750,2,2,REGULAR,0
5219138,1,1,REGULAR,0
6343086,6,6,REGULAR,0
1796378,2,2,REGULAR,0
1643151,12,12,REGULAR,0
3615893,2,2,REGULAR,0
3512973,1,1,REGULAR,0
1805249,1,1,REGULAR,0
5744052,3,3,REGULAR,0
6630287,1,1,REGULAR,0
6962819,3,3,REGULAR,0
6709135,11,11,REGULAR,0
5669293,2,2,REGULAR,0
3801471,2,2,REGULAR,0
5424419,1,1,REGULAR,0
3515912,3,3,REGULAR,0
3508555,3,3,REGULAR,0
3695115,-1,-1,REGULAR,0
1671157,20,20,REGULAR,0
5672588,5,5,REGULAR,0
1820525,4,4,REGULAR,0
5839779,-2,-2,REGULAR,0
6277944,-3,-3,REGULAR,0
3146662,6,6,REGULAR,0
6217730,24,24,REGULAR,0
5410937,1,1,REGULAR,0
5146813,10,0,REGULAR,0
5745885,1,1,REGULAR,0
3319902,2,0,REGULAR,0
3621152,2,2,REGULAR,0
5253933,2,0,REGULAR,0
6378029,1,1,REGULAR,0
3583779,1,1,REGULAR,0
6339342,1,1,REGULAR,0
6364613,10,10,EMERG TRANSFER,0
5307805,1,1,REGULAR,0
5479885,1,1,REGULAR,0
5874108,1,1,REGULAR,0
6301866,1,1,REGULAR,0
6770562,3,3,REGULAR,0
6636417,1,1,REGULAR,0
6678072,1,0,REGULAR,0
6727353,1,1,REGULAR,0
6740554,1,1,REGULAR,0
5533589,2,2,REGULAR,0
1963139,1,1,REGULAR,0
3882768,1,1,REGULAR,0
6415922,1,1,REGULAR,0
6339495,1,1,REGULAR,0
5770712,1,1,REGULAR,0
5809498,1,1,REGULAR,0
6179182,1,1,REGULAR,0
3252570,2,2,REGULAR,0
3594595,2,2,REGULAR,0
5152389,1,1,REGULAR,0
6616866,1,1,REGULAR,0
1929637,1,1,REGULAR,0
6717714,1,1,REGULAR,0
5495058,1,1,REGULAR,0
3657895,1,1,REGULAR,0
6373860,6,6,REGULAR,0
6825848,1,0,REGULAR,0
6930776,1,1,REGULAR,0
1607595,2,0,REGULAR,0
3918312,2,2,REGULAR,0
6405008,1,1,REGULAR,0
3438100,1,1,REGULAR,0
6440660,1,1,REGULAR,0
5115108,1,1,REGULAR,0
5147189,2,2,REGULAR,0
5729243,6,6,REGULAR,0
5818176,1,1,REGULAR,0
5778987,2,2,REGULAR,0
6860949,2,2,REGULAR,0
5673249,8,8,REGULAR,0
6888763,9,9,REGULAR,0
6689256,7,7,REGULAR,0
6756639,1,1,REGULAR,0
1834658,1,1,REGULAR,0
1932231,1,1,REGULAR,0
1495594,2,2,REGULAR,0
1829715,1,1,REGULAR,0
1480467,1,1,REGULAR,0
1818217,1,1,REGULAR,0
1887626,2,2,REGULAR,0
1669991,2,2,REGULAR,0
1538027,1,1,REGULAR,0
1509440,1,1,REGULAR,0
1516110,1,1,REGULAR,0
1470369,1,1,REGULAR,0
1668252,1,1,REGULAR,0
6302503,4,4,REGULAR,0
6789282,6,6,REGULAR,0
6958987,12,12,REGULAR,0
6796346,10,10,REGULAR,0
6255221,8,8,REGULAR,0
6871264,1,1,BOOKING,0
3643402,1,1,REGULAR,0
3246648,1,1,REGULAR,0
3326749,3,3,REGULAR,0
6550618,3,0,REGULAR,0
6722724,1,1,REGULAR,0
6951008,1,1,REGULAR,0
6670949,1,1,REGULAR,0
3908165,1,1,REGULAR,0
3167620,1,1,REGULAR,0
3174942,4,4,REGULAR,0
3155713,2,2,REGULAR,0
3531620,1,1,REGULAR,0
3103882,2,2,REGULAR,0
3636724,1,1,REGULAR,0
3458097,4,4,REGULAR,0
3201325,2,2,REGULAR,0
3150494,1,1,REGULAR,0
6777506,1,1,REGULAR,0
6194036,1,1,REGULAR,0
1935986,5,5,REGULAR,0
1571561,1,1,REGULAR,0
1961782,2,2,REGULAR,0
1789056,1,1,REGULAR,0
1833833,1,1,REGULAR,0
3270953,3,3,REGULAR,0
5477496,1,1,REGULAR,0
1916968,1,1,REGULAR,0
3783825,10,10,REGULAR,0
3221060,2,0,REGULAR,0
3176108,1,0,REGULAR,0
6656886,1,0,REGULAR,0
1832972,1,1,REGULAR,0
3665151,1,1,REGULAR,0
6173354,3,3,REGULAR,0
3793443,1,1,REGULAR,0
1892449,3,3,REGULAR,0
5344501,3,3,REGULAR,0
5211604,2,2,REGULAR,0
5443713,1,1,REGULAR,0
6218749,1,1,REGULAR,0
5752043A,1,1,REGULAR,0
5260322,1,1,REGULAR,0
3491917,1,1,REGULAR,0
6951657,1,1,REGULAR,0
6428420,1,1,REGULAR,0
3924485,1,1,REGULAR,0
6532056,2,2,REGULAR,0
3666784,1,1,REGULAR,0
6590422,1,1,REGULAR,0
3486296,1,1,REGULAR,0
3813270,1,1,REGULAR,0
3804735,1,1,PROMOTIONAL,0
5850638,1,1,REGULAR,0
3477247,1,1,REGULAR,0
1725114,1,1,PROMOTIONAL,0
5716430,1,1,REGULAR,0
5221051,1,0,REGULAR,0
3751984,1,1,REGULAR,0
3811521,2,2,REGULAR,0
1574802,1,1,REGULAR,0
5502002,1,1,REGULAR,0
1538824,1,1,REGULAR,0
6466419,2,2,REGULAR,0
6281707,3,3,REGULAR,0
5163453,-1,-1,REGULAR,0
5304087,1,0,REGULAR,0
6301439,1,1,REGULAR,0
3210988,1,0,REGULAR,0
1771105,1,0,REGULAR,0
1711740A,1,1,REGULAR,0
6426827,2,2,REGULAR,0
3118174,1,0,REGULAR,0
1719694,1,1,REGULAR,0
3112343,1,1,REGULAR,0
6824011,1,1,REGULAR,0
1740605,1,1,REGULAR,0
