,CUSTOMER_NUMBER,CUSTOMER_LOCATION,CUSTOMER_DEPARTMENT,CUSTOMER_PROVINCE
5174,7331,321,19,GEORGIA
5175,643,1,62,CALIFORNIA
5176,387,1,62,ARIZONA
5177,2620,18,62,ARIZONA
5178,1819,3,20,TEXAS
5179,78,2,73,TEXAS
5180,5650,1,0,ARIZONA
5181,110,3,20,TEXAS
5182,2719,1,70,MICHIGAN
5183,2620,20,32,ARIZONA
5184,2438,33,66,TEXAS
5185,387,23,61,ARIZONA
5186,985,25,61,ARIZONA
5187,1979,2,61,ARIZONA
5188,1307,2,61,TEXAS
5189,2238,1,0,TEXAS
5190,2214,3,61,ARIZONA
5191,985,17,61,ARIZONA
5192,2486,4,61,TEXAS
5193,16077,1,0,CALIFORNIA
5194,2914,47,61,CALIFORNIA
5195,2059,33,61,CALIFORNIA
5196,2013,1,62,ARIZONA
5197,6992,1,0,  
5198,387,1,62,ARIZONA
5199,2020,4,60,TEXAS
5200,1560,1,62,MICHIGAN
5201,10453,1,0,ARIZONA
5202,2214,3,62,ARIZONA
5203,2002,1,60,FLORIDA
5204,2620,20,62,ARIZONA
5205,643,1,62,CALIFORNIA
5206,2486,65,67,TEXAS
5207,2142,5,62,ARIZONA
5208,2214,7,62,ARIZONA
5209,389,11,60,ARIZONA
5210,1145,9,67,TEXAS
5211,4959,2,62,CALIFORNIA
5212,2059,33,62,CALIFORNIA
5213,1869,4,11,CALIFORNIA
5214,10067,1,0,ARIZONA
5215,2073,52,10,TEXAS
5216,2059,7,80,CALIFORNIA
5217,387,2,66,ARIZONA
5218,2620,18,32,ARIZONA
5219,364,1,81,TEXAS
5220,16282,1,0,ARIZONA
5221,387,13,62,ARIZONA
5222,2645,10,62,ARIZONA
5223,2142,70,62,ARIZONA
5224,387,3,62,ARIZONA
5225,387,1,62,ARIZONA
5226,16092,1,0,NEW JERSEY
5227,387,5,62,ARIZONA
5228,10618,1,0,ARIZONA
5229,11011,5,0,ARIZONA
5230,652,2,70,MICHIGAN
5231,2761,1,70,MICHIGAN
5232,1954,1,70,MICHIGAN
5233,1954,12,70,MICHIGAN
5234,2214,1,70,ARIZONA
5235,15962,1,0,TEXAS
5236,386,1,0,TEXAS
5237,2214,3,62,ARIZONA
5238,7331,241,19,GEORGIA
5239,2073,45,9,TEXAS
5240,2806,1,62,CALIFORNIA
5241,1819,6,62,TEXAS
5242,271,22,62,CALIFORNIA
5243,2620,18,62,ARIZONA
5244,47,1,9,TEXAS
5245,387,8,30,ARIZONA
5246,652,2,70,MICHIGAN
5247,2312,1,60,ARIZONA
5248,646,2,62,MICHIGAN
5249,2013,1,62,ARIZONA
5250,2073,4,62,TEXAS
5251,2194,1,0,ARIZONA
5252,110,1,60,TEXAS
5253,16359,1,0,MICHIGAN
5254,1984,1,0,ARIZONA
5255,15778,1,0,ARIZONA
5256,4190,1,0,TEXAS
5257,2786,14,65,MICHIGAN
5258,2312,12,65,ARIZONA
5259,10276,1,0,ARIZONA
5260,804,1,65,TEXAS
5261,1934,4,65,ARIZONA
5262,2059,33,65,CALIFORNIA
5263,2620,21,65,ARIZONA
5264,2020,54,70,TEXAS
5265,1869,3,20,CALIFORNIA
5266,1693,2,81,TEXAS
5267,2230,2,50,TEXAS
5268,1354,1,10,CALIFORNIA
5269,168,2,70,ARIZONA
5270,7379,1,0,TEXAS
5271,10672,22,0,CALIFORNIA
5272,6782,1,0,TEXAS
5273,2447,1,0,MICHIGAN
5274,11012,1,0,ARIZONA
5275,10427,1,0,MICHIGAN
5276,10622,1,0,ARIZONA
5277,11013,1,0,ARIZONA
5278,2205,1,0,TEXAS
5279,2082,1,0,ARIZONA
5280,7858,1,0,TEXAS
5281,10714,1,0,ARIZONA
5282,10511,1,0,GEORGIA
5283,4098,1,0,ARIZONA
5284,6275,1,0,TEXAS
5285,2359,1,0,MICHIGAN
5286,563,1,0,ARIZONA
5287,10271,1,0,TEXAS
5288,91,1,0,CALIFORNIA
5289,468,1,0,CALIFORNIA
5290,387,21,30,ARIZONA
5291,2312,1,60,ARIZONA
5292,2182,2,60,TEXAS
5293,2144,72,62,CALIFORNIA
5294,1869,1,62,CALIFORNIA
5295,2666,1,62,CALIFORNIA
5296,1954,1,62,MICHIGAN
5297,1811,1,61,TEXAS
5298,1819,1,60,TEXAS
5299,2144,74,62,CALIFORNIA
5300,2806,7,62,CALIFORNIA
5301,2142,1,62,ARIZONA
5302,2214,7,62,ARIZONA
5303,883,1,60,TEXAS
5304,2438,33,62,TEXAS
5305,2791,1,0,ARIZONA
5306,208,1,62,TEXAS
5307,387,2,62,ARIZONA
5308,1775,5,20,CALIFORNIA
5309,2059,4,10,CALIFORNIA
5310,16487,1,0,TEXAS
5311,15149,1,0,CALIFORNIA
5312,10619,1,0,ARIZONA
5313,10620,1,0,ARIZONA
5314,10617,1,0,CALIFORNIA
5315,4083,1,0,ARIZONA
5316,10622,1,0,ARIZONA
5317,1473,1,0,FLORIDA
5318,1984,3,0,ARIZONA
5319,2142,4,62,ARIZONA
5320,985,1,62,ARIZONA
5321,2486,1,62,TEXAS
5322,6743,1,0,TEXAS
5323,2620,20,32,ARIZONA
5324,883,1,60,TEXAS
5325,387,26,62,ARIZONA
5326,1974,1,61,CALIFORNIA
5327,985,17,66,ARIZONA
5328,2972,36,62,TEXAS
5329,4507,1,0,ARIZONA
5330,2346,1,0,ARIZONA
5331,5564,1,0,TEXAS
5332,10271,1,0,  
5333,185,1,9,CALIFORNIA
5334,2806,1,62,CALIFORNIA
5335,2142,5,62,ARIZONA
5336,1560,1,64,MICHIGAN
5337,2645,10,64,ARIZONA
5338,2474,1,0,ARIZONA
5339,10000,1,0,CALIFORNIA
5340,10670,1,0,CALIFORNIA
5341,15759,1,0,CALIFORNIA
5342,248,1,0,CALIFORNIA
5343,1266,1,0,GEORGIA
5344,233,1,0,CALIFORNIA
5345,10615,1,0,CALIFORNIA
5346,10006,1,0,CALIFORNIA
5347,10829,1,0,CALIFORNIA
5348,1254,1,0,CALIFORNIA
5349,694,1,0,ARIZONA
5350,1662,1,0,ARIZONA
5351,600,1,0,NEW JERSEY
5352,5569,1,0,TEXAS
5353,4083,4,0,ARIZONA
5354,10632,1,0,ARIZONA
5355,1872,1,0,ARIZONA
5356,10618,1,0,ARIZONA
5357,6764,1,0,  
5358,15093,1,0,CALIFORNIA
5359,10616,1,0,CALIFORNIA
5360,10619,1,0,ARIZONA
5361,16380,1,0,TEXAS
5362,1164,1,0,ARIZONA
5363,4102,1,0,  
5364,10221,1,0,ARIZONA
5365,7379,1,0,TEXAS
5366,10249,1,0,CALIFORNIA
5367,10592,1,0,NEW JERSEY
5368,4117,1,0,ARIZONA
5369,347,2,0,CALIFORNIA
5370,161,1,0,CALIFORNIA
5371,2438,12,64,TEXAS
5372,1811,1,64,TEXAS
5373,1775,1,60,CALIFORNIA
5374,15908,1,0,ARIZONA
5375,387,346,70,ARIZONA
5376,652,2,70,MICHIGAN
5377,1819,3,20,TEXAS
5378,10724,1,0,NEW JERSEY
5379,1478,1,9,TEXAS
5380,387,44,85,ARIZONA
5381,1693,11,60,TEXAS
5382,110,1,66,TEXAS
5383,15675,1,0,  
5384,161,1,0,CALIFORNIA
5385,10276,1,0,ARIZONA
5386,16383,1,0,CALIFORNIA
5387,600,1,0,  
5388,4114,1,0,  
5389,6764,1,0,TEXAS
5390,15621,1,0,ARIZONA
5391,16473,1,0,FLORIDA
5392,2214,7,62,ARIZONA
5393,10047,1,0,ARIZONA
5394,804,1,60,TEXAS
5395,208,1,62,TEXAS
5396,3912,1,60,MICHIGAN
5397,4084,1,0,ARIZONA
5398,6645,1,0,TEXAS
5399,10886,1,0,ARIZONA
5400,7332,1,0,ARIZONA
5401,3592,1,0,ARIZONA
5402,11011,4,0,ARIZONA
5403,1752,1,0,ARIZONA
5404,15190,1,0,ARIZONA
5405,387,14,62,ARIZONA
5406,387,4,62,ARIZONA
5407,2014,12,60,TEXAS
5408,2438,33,62,TEXAS
5409,1895,1,62,CALIFORNIA
5410,2309,1,0,ARIZONA
5411,128,1,0,CALIFORNIA
5412,5810,1,0,TEXAS
5413,4094,1,0,ARIZONA
5414,10769,1,0,ARIZONA
5415,1860,1,0,NEW JERSEY
5416,891,1,0,ARIZONA
5417,4117,1,0,ARIZONA
5418,6992,1,0,TEXAS
5419,6625,1,0,TEXAS
5420,2174,1,0,ARIZONA
5421,387,1,62,ARIZONA
5422,185,1,9,CALIFORNIA
5423,387,1,62,ARIZONA
5424,2701,11,9,ARIZONA
5425,655,41,60,TEXAS
5426,387,16,30,ARIZONA
5427,387,9,30,ARIZONA
5428,2438,5,30,TEXAS
5429,271,11,62,CALIFORNIA
5430,2438,5,62,TEXAS
5431,387,14,65,ARIZONA
5432,2438,33,62,TEXAS
5433,387,19,65,ARIZONA
5434,2142,1,65,ARIZONA
5435,10911,1,0,ARIZONA
5436,1984,1,0,ARIZONA
5437,16139,1,0,ARIZONA
5438,872,1,0,ARIZONA
5439,1073,1,0,ARIZONA
5440,2791,1,0,ARIZONA
5441,10866,1,0,ARIZONA
5442,16081,1,0,ARIZONA
5443,4104,1,0,ARIZONA
5444,10003,1,0,CALIFORNIA
5445,10615,1,0,CALIFORNIA
5446,468,1,0,CALIFORNIA
5447,10615,1,0,CALIFORNIA
5448,1212,1,0,CALIFORNIA
5449,154,1,0,CALIFORNIA
5450,1212,1,0,CALIFORNIA
5451,15165,1,0,CALIFORNIA
5452,1152,1,0,CALIFORNIA
5453,15838,1,0,CALIFORNIA
5454,641,1,0,CALIFORNIA
5455,15838,1,0,CALIFORNIA
5456,112,1,0,GEORGIA
5457,2073,8,83,TEXAS
5458,2786,6,20,MICHIGAN
5459,2438,8,83,TEXAS
5460,2972,35,73,TEXAS
5461,387,64,70,ARIZONA
5462,2312,19,83,ARIZONA
5463,6770,1,0,TEXAS
5464,641,1,0,CALIFORNIA
5465,15735,1,0,TEXAS
5466,4106,1,0,ARIZONA
5467,655,43,32,TEXAS
5468,2182,2,60,TEXAS
5469,804,1,60,TEXAS
5470,10878,1,0,TEXAS
5471,388,1,0,TEXAS
5472,6999,1,0,  
5473,5842,2,0,TEXAS
5474,6663,1,0,TEXAS
5475,161,1,0,CALIFORNIA
5476,380,1,0,TEXAS
5477,15675,1,0,TEXAS
5478,15675,1,0,TEXAS
5479,641,1,0,CALIFORNIA
5480,2073,4,66,TEXAS
5481,1811,1,66,TEXAS
5482,490,1,0,CALIFORNIA
5483,734,1,0,CALIFORNIA
5484,462,1,0,OHIO
5485,1,1,0,CALIFORNIA
5486,1212,1,0,CALIFORNIA
5487,402,1,0,TEXAS
5488,10802,1,0,MICHIGAN
5489,15838,1,0,CALIFORNIA
5490,2073,64,11,TEXAS
5491,2486,7,62,TEXAS
5492,2872,6,62,TEXAS
5493,387,23,62,ARIZONA
5494,2059,19,62,CALIFORNIA
5495,2182,8,62,TEXAS
5496,2144,31,62,CALIFORNIA
5497,1974,5,64,CALIFORNIA
5498,1775,1,64,CALIFORNIA
5499,985,21,64,ARIZONA
5500,2214,7,64,ARIZONA
5501,389,1,60,ARIZONA
5502,387,8,62,ARIZONA
5503,2786,14,62,MICHIGAN
5504,2214,3,62,ARIZONA
5505,1891,2,62,TEXAS
5506,2073,67,70,TEXAS
5507,64,11,70,CALIFORNIA
5508,627,1,0,CALIFORNIA
5509,4099,1,0,ARIZONA
5510,10368,1,0,TEXAS
5511,16081,1,0,ARIZONA
5512,322,7,65,TEXAS
5513,1891,22,62,TEXAS
5514,2486,4,62,TEXAS
5515,2871,1,62,ARIZONA
5516,804,6,62,TEXAS
5517,2759,1,9,CALIFORNIA
5518,558,1,9,MICHIGAN
5519,985,20,62,ARIZONA
5520,2073,21,9,TEXAS
5521,2438,12,62,TEXAS
5522,4959,1,62,CALIFORNIA
5523,2214,3,62,ARIZONA
5524,2144,33,62,CALIFORNIA
5525,387,24,62,ARIZONA
5526,4094,1,0,ARIZONA
5527,88,1,0,  
5528,901,1,0,MICHIGAN
5529,4099,1,0,ARIZONA
5530,10368,1,0,TEXAS
5531,10617,1,0,CALIFORNIA
5532,10518,1,0,GEORGIA
5533,4106,1,0,ARIZONA
5534,16487,1,0,TEXAS
5535,2144,72,62,CALIFORNIA
5536,2182,2,60,TEXAS
5537,387,11,62,ARIZONA
5538,930,1,9,CALIFORNIA
5539,804,6,62,TEXAS
5540,185,42,9,CALIFORNIA
5541,2754,33,62,CALIFORNIA
5542,2149,6,62,TEXAS
5543,2950,2,9,TEXAS
5544,2312,14,9,ARIZONA
5545,387,25,62,ARIZONA
5546,387,10,62,ARIZONA
5547,2061,7,62,TEXAS
5548,387,10,62,ARIZONA
5549,655,41,60,TEXAS
5550,2438,5,62,TEXAS
5551,652,1,60,MICHIGAN
5552,1693,11,60,TEXAS
5553,6999,1,0,TEXAS
5554,6613,1,0,TEXAS
5555,11011,5,0,ARIZONA
5556,1627,1,0,  
5557,10271,1,0,  
5558,1283,1,0,ARIZONA
5559,382,1,0,TEXAS
5560,6275,1,0,TEXAS
5561,2020,57,70,TEXAS
5562,2645,10,62,ARIZONA
5563,2620,19,84,ARIZONA
5564,1979,1,62,ARIZONA
5565,387,9,62,ARIZONA
5566,387,8,30,ARIZONA
5567,387,2,66,ARIZONA
5568,208,1,30,TEXAS
5569,387,7,30,ARIZONA
5570,2486,7,62,TEXAS
5571,387,10,62,ARIZONA
5572,2142,5,62,ARIZONA
5573,2806,1,62,CALIFORNIA
5574,2786,14,62,MICHIGAN
5575,2142,4,62,ARIZONA
5576,387,3,62,ARIZONA
5577,2806,1,62,CALIFORNIA
5578,652,1,60,MICHIGAN
5579,168,2,70,ARIZONA
5580,1691,1,66,ARIZONA
5581,387,6,66,ARIZONA
5582,387,21,66,ARIZONA
5583,387,14,66,ARIZONA
5584,387,13,62,ARIZONA
5585,1775,23,9,CALIFORNIA
5586,1979,1,62,ARIZONA
5587,2073,58,62,TEXAS
5588,1691,11,62,ARIZONA
5589,2020,24,60,TEXAS
5590,387,14,62,ARIZONA
5591,2230,5,62,TEXAS
5592,2312,12,62,ARIZONA
5593,1840,1,9,TEXAS
5594,2144,31,62,CALIFORNIA
5595,1496,70,62,TEXAS
5596,10672,3,0,CALIFORNIA
5598,985,17,62,ARIZONA
5599,1046,1,9,CALIFORNIA
5600,2438,33,62,TEXAS
5601,2806,7,62,CALIFORNIA
5602,322,5,62,TEXAS
5603,2806,1,62,CALIFORNIA
5604,208,14,62,TEXAS
5605,2312,12,62,ARIZONA
5606,2759,1,9,CALIFORNIA
5607,1871,1,62,ARIZONA
5609,168,1,62,ARIZONA
5610,420,5,0,ARIZONA
5611,2438,5,62,TEXAS
5612,10899,1,0,TEXAS
5613,2182,2,60,TEXAS
5614,2486,7,62,TEXAS
5615,1807,2,9,CALIFORNIA
5616,1691,11,62,ARIZONA
5617,2754,2,62,CALIFORNIA
5618,110,1,60,TEXAS
5619,2020,24,60,TEXAS
5620,271,12,83,CALIFORNIA
5621,1972,5,70,TEXAS
5622,387,3,62,ARIZONA
5623,110,1,60,TEXAS
5624,387,21,62,ARIZONA
5625,1979,1,62,ARIZONA
5626,387,25,62,ARIZONA
5627,2142,15,62,ARIZONA
5628,387,14,62,ARIZONA
5629,1811,1,62,TEXAS
5630,64,1,64,CALIFORNIA
5631,2061,7,64,TEXAS
5632,2226,1,9,CALIFORNIA
5633,387,15,62,ARIZONA
5634,2666,1,62,CALIFORNIA
5635,2142,70,62,ARIZONA
5636,1891,2,62,TEXAS
5637,2144,31,62,CALIFORNIA
5638,2806,1,62,CALIFORNIA
5639,387,7,62,ARIZONA
5640,387,15,30,ARIZONA
5641,1360,1,62,ARIZONA
5642,10672,1,0,CALIFORNIA
5643,387,26,30,ARIZONA
5644,2620,20,32,ARIZONA
5645,1934,4,62,ARIZONA
5646,1775,23,9,CALIFORNIA
5647,387,8,30,ARIZONA
5648,2020,4,30,TEXAS
5649,185,42,9,CALIFORNIA
5650,2312,1,30,ARIZONA
5651,2020,4,30,TEXAS
5652,2438,11,30,TEXAS
5653,652,5,60,MICHIGAN
5654,208,14,32,TEXAS
5655,2620,20,32,ARIZONA
5656,2786,14,62,MICHIGAN
5657,168,1,32,ARIZONA
5658,2214,3,62,ARIZONA
5659,1496,9,30,ARIZONA
5660,2620,22,62,ARIZONA
5661,387,21,30,ARIZONA
5662,2142,70,30,ARIZONA
5663,387,20,30,ARIZONA
5664,1691,1,30,ARIZONA
5665,2142,70,62,ARIZONA
5666,2144,48,30,CALIFORNIA
5667,2620,21,32,ARIZONA
5668,387,1,30,ARIZONA
5669,2214,3,30,ARIZONA
5670,271,11,62,CALIFORNIA
5671,387,6,30,ARIZONA
5672,10795,1,0,TEXAS
5673,7331,541,26,GEORGIA
5674,2277,79,81,CALIFORNIA
5675,16291,1,0,MICHIGAN
5676,1979,1,62,ARIZONA
5677,387,19,30,ARIZONA
5678,1046,1,9,CALIFORNIA
5679,387,3,30,ARIZONA
5680,981,1,0,ARIZONA
5681,64,1,62,CALIFORNIA
5682,1984,1,0,ARIZONA
5683,838,1,0,ARIZONA
5684,15454,1,0,NEW JERSEY
5685,12001,1,0,ARIZONA
5686,2312,1,30,ARIZONA
5687,2438,5,30,TEXAS
5688,387,8,30,ARIZONA
5689,2749,1,9,TEXAS
5690,2620,20,32,ARIZONA
5691,2620,21,32,ARIZONA
5692,1496,7,70,TEXAS
5693,2806,1,62,CALIFORNIA
5694,16359,1,0,MICHIGAN
5695,2312,1,30,ARIZONA
5696,2359,1,0,MICHIGAN
5697,2438,7,70,TEXAS
5698,2142,2,24,ARIZONA
5699,387,7,62,ARIZONA
5700,10068,1,0,ARIZONA
5701,10000,1,0,CALIFORNIA
5702,389,3,62,ARIZONA
5703,341,1,0,NEW JERSEY
5704,646,2,62,MICHIGAN
5705,387,17,70,ARIZONA
5706,75416,1,0,ARIZONA
5707,1934,50,70,ARIZONA
5708,1819,6,64,TEXAS
5709,2754,44,70,CALIFORNIA
5710,387,2,62,ARIZONA
5711,2645,10,62,ARIZONA
5713,2144,71,62,CALIFORNIA
5714,2972,36,62,TEXAS
5715,1954,27,62,MICHIGAN
5716,16139,2,0,ARIZONA
5717,10397,1,0,MICHIGAN
5718,2142,7,60,ARIZONA
5719,652,1,62,MICHIGAN
5720,387,13,62,ARIZONA
5721,322,5,62,TEXAS
5722,4959,4,62,CALIFORNIA
5723,2438,12,62,TEXAS
5724,1691,11,62,ARIZONA
5725,2230,4,20,TEXAS
5726,2020,68,70,TEXAS
5727,2620,2,70,ARIZONA
5728,1895,1,62,CALIFORNIA
5729,16087,1,0,ARIZONA
5730,1954,1,62,MICHIGAN
5731,387,6,62,ARIZONA
5732,387,5,62,ARIZONA
5733,1984,1,0,ARIZONA
5734,2013,1,62,ARIZONA
5735,2061,14,62,TEXAS
5736,387,6,62,ARIZONA
5737,2312,1,60,ARIZONA
5738,1954,1,62,MICHIGAN
5739,2754,33,62,CALIFORNIA
5740,2142,5,62,ARIZONA
5741,341,1,0,NEW JERSEY
5742,110,1,60,TEXAS
5743,387,17,62,ARIZONA
5744,2438,15,66,TEXAS
5745,2194,1,0,ARIZONA
5746,6683,1,0,TEXAS
5747,468,1,0,CALIFORNIA
5748,2013,1,64,ARIZONA
5749,1691,12,62,ARIZONA
5750,2486,6,62,TEXAS
5751,2142,6,64,ARIZONA
5752,387,6,62,ARIZONA
5753,1890,1,21,TEXAS
5754,646,3,20,MICHIGAN
5755,168,1,62,ARIZONA
5756,12001,1,0,ARIZONA
5757,2486,6,62,TEXAS
5758,1145,3,62,TEXAS
5759,185,1,9,CALIFORNIA
5760,7331,381,9,GEORGIA
5761,2438,5,62,TEXAS
5762,643,1,62,CALIFORNIA
5763,2872,6,62,TEXAS
5764,1307,3,70,TEXAS
5765,1869,6,10,CALIFORNIA
5766,1307,3,70,TEXAS
5767,1709,35,23,TEXAS
5768,271,11,62,CALIFORNIA
5769,208,14,62,TEXAS
5770,2142,5,62,ARIZONA
5771,2701,11,9,ARIZONA
5772,1693,1,60,TEXAS
5773,2142,70,62,ARIZONA
5774,387,11,62,ARIZONA
5775,10110,1,0,ARIZONA
5776,168,1,62,ARIZONA
5777,10459,1,0,NEW JERSEY
5778,2645,10,62,ARIZONA
5779,2144,73,62,CALIFORNIA
5780,10231,1,0,ARIZONA
5781,387,4,62,ARIZONA
5782,2438,6,62,TEXAS
5783,387,50,70,ARIZONA
5784,420,1,0,ARIZONA
5785,2144,33,62,CALIFORNIA
5786,2144,31,62,CALIFORNIA
5787,2972,21,62,TEXAS
5788,2312,12,62,ARIZONA
5789,16286,1,0,ARIZONA
5790,389,3,62,ARIZONA
5791,1972,1,60,TEXAS
5792,387,13,62,ARIZONA
5793,2142,70,62,ARIZONA
5794,3909,1,62,MICHIGAN
5795,11041,1,0,TEXAS
5796,2059,6,62,CALIFORNIA
5797,2806,22,62,CALIFORNIA
5798,2142,7,60,ARIZONA
5799,1108,1,0,ARIZONA
5800,2438,33,62,TEXAS
5801,1046,1,9,CALIFORNIA
5802,7331,111,0,GEORGIA
5803,2214,3,62,ARIZONA
5804,2791,1,0,ARIZONA
5805,2438,5,62,TEXAS
5806,2194,1,0,ARIZONA
5807,1412,10,9,TEXAS
5808,1819,6,62,TEXAS
5809,387,23,62,ARIZONA
5810,2438,6,62,TEXAS
5811,10613,1,0,ARIZONA
5812,5397,2,62,CALIFORNIA
5813,2806,1,62,CALIFORNIA
5814,16359,1,0,MICHIGAN
5815,3911,2,60,MICHIGAN
5816,15454,1,0,NEW JERSEY
5817,389,3,62,ARIZONA
5818,7331,521,19,GEORGIA
5819,168,4,62,ARIZONA
5820,1775,41,60,CALIFORNIA
5821,1691,12,62,ARIZONA
5822,2486,67,62,TEXAS
5823,387,20,62,ARIZONA
5824,2438,5,62,TEXAS
5825,2438,42,62,TEXAS
5826,1691,12,62,ARIZONA
5827,185,1,9,CALIFORNIA
5828,1691,12,62,ARIZONA
5829,2002,1,60,FLORIDA
5830,1693,1,60,TEXAS
5831,185,1,9,CALIFORNIA
5832,2620,20,62,ARIZONA
5833,4959,3,62,CALIFORNIA
5834,7331,891,9,GEORGIA
5835,2037,1,60,ARIZONA
5836,16359,1,0,MICHIGAN
5837,2312,1,60,ARIZONA
5838,2486,4,62,TEXAS
5839,1895,1,62,CALIFORNIA
5840,804,1,60,TEXAS
5841,389,1,60,ARIZONA
5842,168,4,64,ARIZONA
5843,387,19,64,ARIZONA
5844,2061,7,64,TEXAS
5845,2144,33,64,CALIFORNIA
5846,2645,10,64,ARIZONA
5847,2666,1,62,CALIFORNIA
5848,2786,14,62,MICHIGAN
5849,985,21,62,ARIZONA
5850,2486,4,62,TEXAS
5851,387,10,62,ARIZONA
5852,643,1,62,CALIFORNIA
5853,185,42,9,CALIFORNIA
5854,2645,10,62,ARIZONA
5855,2754,2,62,CALIFORNIA
5856,2486,6,62,TEXAS
5857,2073,45,9,TEXAS
5858,2144,33,62,CALIFORNIA
5859,387,14,62,ARIZONA
5860,804,1,60,TEXAS
5861,110,1,60,TEXAS
5862,437,1,60,CALIFORNIA
5863,1693,1,60,TEXAS
5864,804,6,62,TEXAS
5865,2214,3,61,ARIZONA
5866,2666,1,61,CALIFORNIA
5867,1891,2,61,TEXAS
5868,2754,2,61,CALIFORNIA
5869,2759,1,9,CALIFORNIA
5870,2312,1,30,ARIZONA
5871,2486,6,62,TEXAS
5872,387,24,30,ARIZONA
5873,655,1,30,TEXAS
5874,387,20,30,ARIZONA
5875,2312,3,62,ARIZONA
5876,110,3,20,TEXAS
5877,2020,7,70,TEXAS
5878,4938,1,0,TEXAS
5879,1711,1,0,NEW JERSEY
5880,2082,1,0,ARIZONA
5881,2674,21,60,CALIFORNIA
5882,16087,1,0,ARIZONA
5883,2914,47,62,CALIFORNIA
5884,1693,1,60,TEXAS
5885,387,17,62,ARIZONA
5886,1496,9,62,ARIZONA
5887,889,8,67,MICHIGAN
5888,2438,33,62,TEXAS
5889,10572,1,0,TEXAS
5890,387,14,62,ARIZONA
5891,2972,21,62,TEXAS
5892,16337,1,0,ARIZONA
5893,1775,7,64,CALIFORNIA
5894,1691,11,64,ARIZONA
5895,1175,1,64,ARIZONA
5896,2674,21,60,CALIFORNIA
5897,643,1,62,CALIFORNIA
5898,2230,1,70,TEXAS
5899,2014,12,60,TEXAS
5900,2620,21,62,ARIZONA
5901,1934,1,62,ARIZONA
5902,1693,1,60,TEXAS
5903,2144,73,62,CALIFORNIA
5904,387,17,30,ARIZONA
5905,387,2,30,ARIZONA
5906,387,20,30,ARIZONA
5907,1775,7,62,CALIFORNIA
5908,2438,5,30,TEXAS
5909,2073,45,9,TEXAS
5910,2061,7,62,TEXAS
5911,168,1,32,ARIZONA
5912,1974,1,9,CALIFORNIA
5913,1693,1,60,TEXAS
5914,2438,33,62,TEXAS
5915,2142,70,62,ARIZONA
5916,1979,1,62,ARIZONA
5917,3912,1,60,MICHIGAN
5918,387,3,30,ARIZONA
5919,387,4,30,ARIZONA
5920,110,6,60,TEXAS
5921,1360,1,62,ARIZONA
5922,208,1,30,TEXAS
5923,15804,1,0,CALIFORNIA
5924,2061,7,62,TEXAS
5925,387,26,62,ARIZONA
5926,2142,6,62,ARIZONA
5927,185,1,9,CALIFORNIA
5928,387,7,30,ARIZONA
5929,1811,1,30,TEXAS
5930,2142,5,62,ARIZONA
5931,2059,6,62,CALIFORNIA
5932,2142,6,62,ARIZONA
5933,2144,31,62,CALIFORNIA
5934,1984,1,0,ARIZONA
5935,2144,48,62,CALIFORNIA
5936,2073,45,9,TEXAS
5937,2620,20,62,ARIZONA
5938,2144,31,62,CALIFORNIA
5939,387,22,30,ARIZONA
5940,2312,15,60,ARIZONA
5941,2073,21,9,TEXAS
5942,2312,1,60,ARIZONA
5943,1568,3,9,TEXAS
5944,2142,70,62,ARIZONA
5945,185,1,9,CALIFORNIA
5946,2144,72,62,CALIFORNIA
5947,2620,20,62,ARIZONA
5948,1819,11,60,TEXAS
5949,2073,4,62,TEXAS
5950,947,1,9,CALIFORNIA
5951,1954,1,62,MICHIGAN
5952,2214,7,62,ARIZONA
5953,387,26,62,ARIZONA
5954,2142,6,62,ARIZONA
5955,2701,11,64,ARIZONA
5956,2020,24,60,TEXAS
5957,2059,6,62,CALIFORNIA
5958,10672,1,0,CALIFORNIA
5959,10714,1,0,ARIZONA
5960,10814,1,0,ARIZONA
5961,7331,241,9,GEORGIA
5962,208,5,9,TEXAS
5963,985,14,62,ARIZONA
5964,1360,1,62,ARIZONA
5965,1954,1,62,MICHIGAN
5966,10459,1,0,NEW JERSEY
5967,2073,65,20,TEXAS
5968,322,6,70,TEXAS
5969,2312,6,20,ARIZONA
5970,1709,35,23,TEXAS
5971,1934,50,70,ARIZONA
5972,2300,8,20,CALIFORNIA
5973,2020,54,70,TEXAS
5974,2312,6,20,ARIZONA
5975,271,2,70,CALIFORNIA
5976,2214,14,70,ARIZONA
5977,2312,6,20,ARIZONA
5978,1890,1,73,TEXAS
5979,364,1,81,TEXAS
5980,2645,2,70,ARIZONA
5981,652,5,60,MICHIGAN
5982,387,14,66,ARIZONA
5983,2872,6,62,TEXAS
5984,1496,9,62,ARIZONA
5985,1101,1,0,ARIZONA
5986,208,14,62,TEXAS
5987,2620,20,62,ARIZONA
5988,389,1,60,ARIZONA
5989,387,23,62,ARIZONA
5990,1775,7,62,CALIFORNIA
5991,2142,70,62,ARIZONA
5992,2486,1,62,TEXAS
5993,387,6,62,ARIZONA
5994,387,21,62,ARIZONA
5995,387,11,62,ARIZONA
5996,985,20,62,ARIZONA
5997,185,42,9,CALIFORNIA
5998,2486,6,62,TEXAS
5999,387,6,62,ARIZONA
6000,168,1,62,ARIZONA
6001,387,3,62,ARIZONA
6002,2073,4,62,TEXAS
6003,387,11,62,ARIZONA
